"Início dos relatórios","Término dos relatórios","Nome do anúncio",Idade,Alcance,Impressões,"Cliques (todos)","Engajamento com a Página","Valor usado (BRL)"
2023-07-07,2023-07-07,"50 SALMÃO",45-54,15,15,2,,0.19
2022-10-05,2022-10-05,AD2,45-54,22,24,0,4,0.307774
2023-07-07,2023-07-07,"50 SALMÃO",35-44,36,37,0,,0.68
2022-10-05,2022-10-05,AD2,35-44,167,174,0,30,2.372837
2023-07-07,2023-07-07,"50 SALMÃO",25-34,31,31,0,,0.5
2022-10-05,2022-10-05,AD2,25-34,260,264,1,37,2.174273
2023-07-07,2023-07-07,"50 SALMÃO",18-24,9,10,0,,0.01
2022-10-05,2022-10-05,AD2,18-24,136,140,0,15,0.675117
2023-07-07,2023-07-07,"20 HOT",45-54,3,3,0,,0.01
2022-10-05,2022-10-05,AD1,45-54,64,66,0,16,0.902739
2023-07-07,2023-07-07,"20 HOT",35-44,9,9,0,,0.16
2022-10-05,2022-10-05,AD1,35-44,764,793,5,197,9.331688
2023-07-07,2023-07-07,"20 HOT",25-34,10,10,0,,0.16
2022-10-05,2022-10-05,AD1,18-24,334,345,2,42,1.673618
2023-07-07,2023-07-07,"20 HOT",18-24,1,1,0,,0
2022-10-04,2022-10-04,AD3,35-44,584,633,9,161,7.229194
2023-07-07,2023-07-07,"DUPLA SALMÃO",45-54,15,15,0,,0.56
2022-10-04,2022-10-04,AD3,25-34,913,982,14,161,7.510721
2023-07-07,2023-07-07,"DUPLA SALMÃO",35-44,41,41,1,,0.68
2022-10-04,2022-10-04,AD2,25-34,162,167,3,21,3.488439
2023-07-07,2023-07-07,"DUPLA SALMÃO",25-34,27,28,1,,0.21
2022-10-04,2022-10-04,AD2,18-24,82,84,1,7,0.343931
2023-07-07,2023-07-07,"DUPLA SALMÃO",18-24,14,14,0,,0.28
2022-10-04,2022-10-04,AD1,35-44,41,41,0,14,0.55
2023-07-07,2023-07-07,"ACEVICHADO ROLL",45-54,175,195,3,1,5.38
2022-10-04,2022-10-04,AD1,25-34,80,80,0,17,0.74
2023-07-07,2023-07-07,"ACEVICHADO ROLL",25-34,335,351,4,3,4.48
2022-10-04,2022-10-04,AD1,18-24,37,37,0,3,0.18
2023-07-07,2023-07-07,"ACEVICHADO ROLL",18-24,88,98,0,,1.29
2023-07-06,2023-07-06,"SALMÃO - SKIN",45-54,162,168,4,1,2.53
2023-07-06,2023-07-06,"SALMÃO - SKIN",35-44,322,337,9,2,4.22
2023-07-06,2023-07-06,"SALMÃO - SKIN",25-34,193,205,4,1,1.75
2023-07-06,2023-07-06,"SALMÃO - SKIN",18-24,42,43,1,,0.36
2023-07-06,2023-07-06,"50 MIX",45-54,12,12,0,,0.39
2023-07-06,2023-07-06,"50 MIX",35-44,30,31,2,,0.45
2023-07-06,2023-07-06,"50 MIX",25-34,16,16,0,,0.15
2023-07-06,2023-07-06,"50 MIX",18-24,8,8,0,,0.04
2023-07-06,2023-07-06,"50 SALMÃO",35-44,140,142,2,,1.75
2023-07-06,2023-07-06,"50 SALMÃO",25-34,112,114,2,,0.97
2023-07-06,2023-07-06,"50 SALMÃO",18-24,49,51,0,,0.36
2023-07-06,2023-07-06,"20 HOT",45-54,22,22,0,1,0.97
2023-07-06,2023-07-06,"20 HOT",35-44,43,43,1,,0.74
2023-07-06,2023-07-06,"20 HOT",25-34,41,43,1,,0.76
2023-07-06,2023-07-06,"20 HOT",18-24,10,10,0,,0.13
2023-07-06,2023-07-06,"DUPLA SALMÃO",45-54,20,21,1,1,1.37
2023-07-06,2023-07-06,"DUPLA SALMÃO",35-44,41,43,1,1,0.69
2023-07-06,2023-07-06,"DUPLA SALMÃO",25-34,59,62,2,,0.65
2023-07-06,2023-07-06,"DUPLA SALMÃO",18-24,23,23,0,,0.14
2023-07-06,2023-07-06,"ACEVICHADO ROLL",45-54,57,60,3,1,0.78
2023-07-06,2023-07-06,"ACEVICHADO ROLL",35-44,168,172,4,4,2.5
2023-07-06,2023-07-06,"ACEVICHADO ROLL",25-34,145,149,5,1,1.81
2023-07-06,2023-07-06,"ACEVICHADO ROLL",18-24,34,34,1,,0.25
2023-07-05,2023-07-05,"SALMÃO - SKIN",45-54,70,70,5,3,1.41
2023-07-05,2023-07-05,"SALMÃO - SKIN",35-44,179,186,9,3,2.15
2023-07-05,2023-07-05,"SALMÃO - SKIN",25-34,152,157,1,,1.78
2023-07-05,2023-07-05,"SALMÃO - SKIN",18-24,59,60,0,,0.25
2023-07-05,2023-07-05,"50 MIX",45-54,38,39,0,,0.56
2023-07-05,2023-07-05,"50 MIX",35-44,93,96,3,,1.25
2023-07-05,2023-07-05,"50 MIX",25-34,105,109,0,,0.72
2023-07-05,2023-07-05,"50 MIX",18-24,30,31,0,,0.27
2023-07-05,2023-07-05,"50 SALMÃO",45-54,55,59,4,1,0.95
2023-07-05,2023-07-05,"50 SALMÃO",35-44,136,142,1,2,2.23
2023-07-05,2023-07-05,"50 SALMÃO",25-34,109,110,1,1,0.89
2023-07-05,2023-07-05,"50 SALMÃO",18-24,34,36,2,1,0.27
2023-07-05,2023-07-05,"20 HOT",45-54,43,44,2,1,0.79
2023-07-05,2023-07-05,"20 HOT",35-44,141,142,5,1,2.35
2023-07-05,2023-07-05,"20 HOT",18-24,42,44,0,,0.65
2023-07-05,2023-07-05,"DUPLA SALMÃO",35-44,134,136,4,2,1.89
2023-07-05,2023-07-05,"DUPLA SALMÃO",25-34,190,197,6,4,1.64
2023-07-05,2023-07-05,"DUPLA SALMÃO",18-24,55,55,0,,0.5
2023-07-05,2023-07-05,"ACEVICHADO ROLL",45-54,24,24,0,,0.27
2023-07-05,2023-07-05,"ACEVICHADO ROLL",35-44,76,77,1,,0.73
2023-07-05,2023-07-05,"ACEVICHADO ROLL",25-34,86,88,6,3,0.91
2023-07-05,2023-07-05,"ACEVICHADO ROLL",18-24,21,22,0,,0.13
2023-07-03,2023-07-03,"20 HOT",45-54,70,77,1,,1.57
2023-07-03,2023-07-03,"20 HOT",25-34,175,178,8,1,2.42
2023-07-03,2023-07-03,"20 HOT",18-24,63,65,0,,0.65
2023-07-03,2023-07-03,"DUPLA SALMÃO",45-54,75,77,3,1,1.61
2023-07-03,2023-07-03,"DUPLA SALMÃO",35-44,215,226,7,2,3.44
2023-07-03,2023-07-03,"DUPLA SALMÃO",25-34,182,193,7,4,2.36
2023-07-03,2023-07-03,"DUPLA SALMÃO",18-24,54,55,0,,0.5
2023-07-03,2023-07-03,"ACEVICHADO ROLL",45-54,100,101,7,3,1.98
2023-07-03,2023-07-03,"ACEVICHADO ROLL",25-34,158,169,5,2,2.32
2023-07-03,2023-07-03,"ACEVICHADO ROLL",18-24,57,58,1,,0.74
2023-06-30,2023-06-30,"ACEVICHADO ROLL",35-44,54,54,0,,1.3
2023-06-30,2023-06-30,"ACEVICHADO ROLL",25-34,83,84,1,1,0.9
2023-06-30,2023-06-30,"ACEVICHADO ROLL",18-24,20,20,1,,0.22
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",65+,67,71,10,4,1.31
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",55-64,128,135,10,4,2.36
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",45-54,250,263,10,3,4.47
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",35-44,579,621,29,8,7.91
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",25-34,889,960,42,12,7.68
2023-06-28,2023-06-28,"INCASUSHI.COM.BR Anúncio",18-24,295,326,6,1,1.52
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",65+,68,70,9,3,0.98
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",55-64,140,150,14,4,2.99
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",45-54,264,283,20,11,3.74
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",35-44,637,681,25,11,8.11
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",25-34,900,962,32,12,7.31
2023-06-26,2023-06-26,"INCASUSHI.COM.BR Anúncio",18-24,341,365,9,1,1.87
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",65+,75,77,11,5,0.81
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",55-64,149,152,20,11,2.77
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",45-54,369,398,21,7,3.41
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",35-44,875,920,41,15,7.28
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",25-34,1414,1507,37,13,8.77
2023-06-21,2023-06-21,"INCASUSHI.COM.BR Anúncio",18-24,411,445,12,5,1.93
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",65+,89,96,19,6,1.29
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",55-64,153,164,17,8,2.7
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",45-54,302,332,28,10,4.53
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",35-44,652,728,53,14,7.8
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",25-34,864,966,31,12,6.74
2023-06-20,2023-06-20,"INCASUSHI.COM.BR Anúncio",18-24,310,354,10,3,1.94
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",65+,22,22,1,,0.42
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",55-64,38,38,1,,0.42
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",45-54,116,120,3,2,1.26
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",35-44,214,218,10,7,2.11
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",25-34,387,393,7,2,1.58
2023-06-08,2023-06-08,"INCASUSHI.COM.BR Anúncio",18-24,99,105,0,,0.38
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",65+,81,88,6,3,1.01
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",55-64,151,167,21,11,2.5
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",45-54,285,309,15,6,3.36
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",35-44,614,668,29,12,5.96
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",25-34,870,963,23,8,6.29
2023-06-07,2023-06-07,"INCASUSHI.COM.BR Anúncio",18-24,349,373,7,2,1.52
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",65+,224,235,29,7,3.96
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",55-64,446,526,44,24,9.08
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",45-54,1060,1173,62,30,14.31
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",35-44,2428,2761,77,29,24.38
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",25-34,3934,4573,93,40,27.72
2023-06-06,2023-06-06,"INCASUSHI.COM.BR Anúncio",18-24,1260,1467,23,7,5.98
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",65+,33,35,3,1,0.37
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",55-64,77,80,5,1,1.73
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",45-54,147,150,5,2,1.66
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",35-44,356,375,14,11,3.81
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",25-34,516,536,9,5,3.19
2023-06-05,2023-06-05,"INCASUSHI.COM.BR Anúncio",18-24,164,170,4,,0.89
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",65+,78,80,4,2,3.01
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",55-64,158,170,7,1,4.79
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",45-54,329,351,13,6,8.63
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",35-44,685,738,7,8,14.11
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",25-34,975,1058,15,8,11.79
2023-05-10,2023-05-10,"INCASUSHI.COM.BR Anúncio",18-24,336,361,3,1,1.93
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",65+,66,66,3,1,0.89
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",55-64,185,200,16,9,3.7
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",45-54,426,449,15,6,4.25
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",35-44,1119,1190,19,10,9.39
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",25-34,2060,2166,18,3,8.21
2023-05-08,2023-05-08,"INCASUSHI.COM.BR Anúncio",18-24,836,889,9,5,2.52
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",65+,39,40,5,3,0.53
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",55-64,90,98,10,6,1.46
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",45-54,255,274,11,4,2.51
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",35-44,632,662,16,9,4.62
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",25-34,1208,1285,25,5,5.63
2023-05-06,2023-05-06,"INCASUSHI.COM.BR Anúncio",18-24,369,403,5,,1.29
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",65+,62,66,3,3,0.87
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",55-64,131,140,19,13,2.29
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",45-54,308,334,20,8,3.26
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",35-44,800,861,20,8,6.16
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",25-34,1465,1555,29,12,6.77
2023-05-05,2023-05-05,"INCASUSHI.COM.BR Anúncio",18-24,524,568,12,3,1.79
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",65+,43,44,3,1,0.48
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",55-64,82,86,6,4,1.17
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",45-54,184,203,14,7,1.76
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",35-44,508,543,15,7,3.76
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",25-34,1061,1107,24,10,5.4
2023-05-04,2023-05-04,"INCASUSHI.COM.BR Anúncio",18-24,428,444,6,1,1.29
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",65+,196,219,15,6,4.02
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",55-64,406,472,47,22,8.68
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",45-54,676,835,49,25,11.47
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",35-44,1672,1907,76,28,19.47
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",25-34,2512,3030,70,29,19.48
2023-05-03,2023-05-03,"INCASUSHI.COM.BR Anúncio",18-24,1116,1230,19,8,5.72
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",65+,75,87,14,5,1.62
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",55-64,149,168,25,15,2.92
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",45-54,301,337,22,7,3.68
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",35-44,739,855,22,7,8.42
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",25-34,1527,1802,35,17,11.45
2023-05-02,2023-05-02,"INCASUSHI.COM.BR Anúncio",18-24,645,776,8,4,3.25
2023-03-31,2023-03-31,"BOX CASAL - Copy",18-24,704,793,9,29,5.62
2023-03-20,2023-03-20,"Campanha de vendas personalizada 20/3/2023 Anúncio",45-54,10,10,0,,0.09
2023-03-20,2023-03-20,"Campanha de vendas personalizada 20/3/2023 Anúncio",35-44,20,20,0,,0.13
2023-03-20,2023-03-20,"Campanha de vendas personalizada 20/3/2023 Anúncio",25-34,37,39,0,,0.12
2023-03-20,2023-03-20,"Campanha de vendas personalizada 20/3/2023 Anúncio",18-24,12,12,0,,0.05
2023-03-20,2023-03-20,"BOX CASAL",45-54,231,247,2,58,3.87
2023-03-20,2023-03-20,"BOX CASAL",35-44,984,1044,9,167,18.15
2023-03-20,2023-03-20,"BOX CASAL",25-34,1417,1517,8,136,11.4
2023-03-20,2023-03-20,"BOX CASAL",18-24,391,414,0,26,1.98
2023-03-15,2023-03-15,"BOX CASAL",25-34,79,79,0,5,0
2023-03-15,2023-03-15,"BOX CASAL",18-24,19,19,0,1,0
2023-03-15,2023-03-15,"BOX CASAL",35-44,557,582,1,94,9.86
2023-03-15,2023-03-15,"BOX CASAL",25-34,951,1010,5,110,9.27
2023-03-15,2023-03-15,"BOX CASAL",18-24,286,306,0,34,1.79
2023-03-11,2023-03-11,"BOX CASAL",18-24,830,953,4,82,4.09
2023-03-09,2023-03-09,"BOX CASAL",45-54,398,414,5,94,6.87
2023-03-09,2023-03-09,"BOX CASAL",18-24,704,788,4,61,3.72
2023-03-07,2023-03-07,"BOX CASAL",35-44,1282,1331,10,211,21.78
2023-03-07,2023-03-07,"BOX CASAL",25-34,1993,2078,16,192,17.47
2023-03-06,2023-03-06,"BOX CASAL",18-24,746,825,8,76,5.12
2023-03-06,2023-03-06,PASSION,45-54,83,87,1,21,1.47
2023-03-06,2023-03-06,PASSION,35-44,375,399,3,88,5.84
2023-03-06,2023-03-06,PASSION,25-34,805,847,4,129,6.84
2023-03-06,2023-03-06,PASSION,18-24,394,412,2,47,2.16
2023-03-03,2023-03-03,FOODPORN,45-54,31,32,0,4,0.31
2023-03-03,2023-03-03,FOODPORN,35-44,161,167,1,16,1.35
2023-03-03,2023-03-03,FOODPORN,25-34,326,350,2,22,2.49
2023-03-03,2023-03-03,FOODPORN,18-24,96,103,0,4,0.38
2023-03-03,2023-03-03,"BOX CASAL",18-24,754,817,5,77,4.34
2023-03-03,2023-03-03,ACHIFADO,45-54,3,4,0,,0.02
2023-03-03,2023-03-03,ACHIFADO,35-44,31,32,0,,0.36
2023-03-03,2023-03-03,ACHIFADO,25-34,75,78,1,9,0.43
2023-03-03,2023-03-03,ACHIFADO,18-24,23,23,0,1,0.11
2023-03-03,2023-03-03,PASSION,45-54,35,37,0,11,0.31
2023-03-03,2023-03-03,PASSION,35-44,229,249,2,36,1.94
2023-03-03,2023-03-03,PASSION,25-34,551,583,1,64,3.18
2023-03-03,2023-03-03,PASSION,18-24,243,255,0,23,0.75
2023-03-03,2023-03-03,BATAYAKI,45-54,6,6,0,3,0.16
2023-03-03,2023-03-03,BATAYAKI,35-44,16,17,0,4,0.55
2023-03-03,2023-03-03,BATAYAKI,25-34,28,30,0,7,0.19
2023-03-03,2023-03-03,BATAYAKI,18-24,8,8,0,,0.04
2023-03-01,2023-03-01,FOODPORN,45-54,28,28,0,7,0.57
2023-03-01,2023-03-01,FOODPORN,35-44,124,127,2,27,2.76
2023-03-01,2023-03-01,FOODPORN,25-34,205,210,0,29,1.44
2023-03-01,2023-03-01,FOODPORN,18-24,72,75,1,6,0.25
2023-03-01,2023-03-01,"BOX CASAL",25-34,1293,1336,4,124,12.09
2023-03-01,2023-03-01,"BOX CASAL",18-24,409,432,1,30,2.26
2023-03-01,2023-03-01,ACHIFADO,45-54,10,10,0,4,0.28
2023-03-01,2023-03-01,ACHIFADO,35-44,58,60,0,7,0.65
2023-03-01,2023-03-01,ACHIFADO,25-34,129,131,0,11,0.83
2023-03-01,2023-03-01,ACHIFADO,18-24,41,41,0,2,0.18
2023-03-01,2023-03-01,PASSION,45-54,29,30,0,3,0.49
2023-03-01,2023-03-01,PASSION,35-44,126,130,3,27,1.95
2023-03-01,2023-03-01,PASSION,25-34,221,229,1,43,1.73
2023-03-01,2023-03-01,PASSION,18-24,85,90,0,9,0.37
2023-03-01,2023-03-01,BATAYAKI,45-54,22,22,0,,0.46
2023-03-01,2023-03-01,BATAYAKI,35-44,129,131,0,21,1.19
2023-03-01,2023-03-01,BATAYAKI,25-34,254,265,1,34,1.93
2023-03-01,2023-03-01,BATAYAKI,18-24,89,90,0,11,0.3
2023-02-28,2023-02-28,FOODPORN,45-54,13,13,0,3,0.25
2023-02-28,2023-02-28,FOODPORN,35-44,92,94,3,15,1.33
2023-02-28,2023-02-28,FOODPORN,25-34,117,120,0,15,0.9
2023-02-28,2023-02-28,FOODPORN,18-24,29,29,1,3,0.15
2023-02-28,2023-02-28,"BOX CASAL",45-54,282,286,3,71,8.23
2023-02-28,2023-02-28,"BOX CASAL",25-34,1269,1325,11,149,11.85
2023-02-28,2023-02-28,"BOX CASAL",18-24,442,469,3,41,2.71
2023-02-28,2023-02-28,ACHIFADO,45-54,20,20,0,5,0.45731
2023-02-28,2023-02-28,ACHIFADO,35-44,94,97,0,20,1.37193
2023-02-28,2023-02-28,ACHIFADO,25-34,177,181,1,21,1.24269
2023-02-28,2023-02-28,ACHIFADO,18-24,59,60,0,8,0.32807
2023-02-28,2023-02-28,PASSION,35-44,106,108,1,28,1.51
2023-02-28,2023-02-28,PASSION,25-34,197,198,0,35,1.26
2023-02-28,2023-02-28,PASSION,18-24,76,76,1,11,0.26
2023-02-28,2023-02-28,BATAYAKI,45-54,15,15,0,6,0.3
2023-02-28,2023-02-28,BATAYAKI,35-44,76,80,0,18,1.05
2023-02-28,2023-02-28,BATAYAKI,25-34,81,84,4,22,0.7
2023-02-28,2023-02-28,BATAYAKI,18-24,23,24,0,7,0.17
2023-02-27,2023-02-27,FOODPORN,45-54,8,9,0,2,0.17
2023-02-27,2023-02-27,FOODPORN,35-44,38,42,0,3,0.32
2023-02-27,2023-02-27,FOODPORN,25-34,85,86,0,7,0.66
2023-02-27,2023-02-27,FOODPORN,18-24,40,42,0,2,0.17
2023-02-27,2023-02-27,"BOX CASAL",45-54,389,403,5,111,7.288365
2023-02-27,2023-02-27,"BOX CASAL",25-34,1523,1582,9,215,13.327011
2023-02-27,2023-02-27,"BOX CASAL",18-24,343,360,4,37,2.089531
2023-02-27,2023-02-27,ACHIFADO,45-54,15,15,0,5,0.18
2023-02-27,2023-02-27,ACHIFADO,35-44,50,50,0,8,0.55
2023-02-27,2023-02-27,ACHIFADO,25-34,79,84,1,5,0.66
2023-02-27,2023-02-27,ACHIFADO,18-24,12,14,0,1,0.06
2023-02-27,2023-02-27,PASSION,45-54,6,6,0,3,0.11
2023-02-27,2023-02-27,PASSION,35-44,24,25,0,1,0.15
2023-02-27,2023-02-27,PASSION,25-34,52,53,0,4,0.36
2023-02-27,2023-02-27,PASSION,18-24,17,18,0,1,0.05
2023-02-27,2023-02-27,BATAYAKI,45-54,12,12,0,6,0.25
2023-02-27,2023-02-27,BATAYAKI,35-44,50,53,0,5,0.41
2023-02-27,2023-02-27,BATAYAKI,25-34,119,121,0,23,1.11
2023-02-27,2023-02-27,BATAYAKI,18-24,41,45,0,5,0.21
2023-02-25,2023-02-25,FOODPORN,45-54,5,5,0,1,0.19
2023-02-25,2023-02-25,FOODPORN,35-44,19,20,1,1,0.26
2023-02-25,2023-02-25,FOODPORN,25-34,34,35,0,3,0.21
2023-02-25,2023-02-25,FOODPORN,18-24,5,5,0,,0.01
2023-02-25,2023-02-25,"BOX CASAL",25-34,1594,1676,12,214,10.41
2023-02-25,2023-02-25,"BOX CASAL",18-24,380,396,2,34,2
2023-02-25,2023-02-25,ACHIFADO,45-54,74,77,0,15,1.41
2023-02-25,2023-02-25,ACHIFADO,35-44,316,322,2,66,3.89
2023-02-25,2023-02-25,ACHIFADO,25-34,427,444,4,75,2.93
2023-02-25,2023-02-25,ACHIFADO,18-24,158,165,1,20,0.83
2023-02-25,2023-02-25,PASSION,45-54,30,31,0,6,0.38
2023-02-25,2023-02-25,PASSION,35-44,84,87,0,15,0.57
2023-02-25,2023-02-25,PASSION,25-34,140,144,0,26,0.71
2023-02-25,2023-02-25,PASSION,18-24,42,43,0,4,0.12
2023-02-25,2023-02-25,BATAYAKI,45-54,59,61,0,19,0.89
2023-02-25,2023-02-25,BATAYAKI,35-44,146,151,1,36,1.59
2023-02-25,2023-02-25,BATAYAKI,25-34,240,245,3,53,2.14
2023-02-25,2023-02-25,BATAYAKI,18-24,69,69,0,11,0.25
2023-02-22,2023-02-22,FOODPORN,45-54,21,21,1,7,0.27
2023-02-22,2023-02-22,FOODPORN,25-34,109,115,0,17,0.9
2023-02-22,2023-02-22,FOODPORN,18-24,32,34,1,4,0.22
2023-02-22,2023-02-22,"BOX CASAL",18-24,688,759,10,86,4.19
2023-02-22,2023-02-22,ACHIFADO,45-54,103,108,0,21,2.28
2023-02-22,2023-02-22,ACHIFADO,35-44,327,334,3,79,5.17
2023-02-22,2023-02-22,ACHIFADO,25-34,498,522,2,97,3.71
2023-02-22,2023-02-22,ACHIFADO,18-24,166,174,1,23,1.07
2023-02-22,2023-02-22,PASSION,25-34,349,363,3,72,2.12
2023-02-22,2023-02-22,PASSION,18-24,153,158,1,29,0.61
2023-02-22,2023-02-22,BATAYAKI,45-54,42,43,3,14,0.91
2023-02-22,2023-02-22,BATAYAKI,35-44,161,169,1,44,2.07
2023-02-22,2023-02-22,BATAYAKI,25-34,221,229,2,46,1.55
2023-02-22,2023-02-22,BATAYAKI,18-24,61,67,0,15,0.46
2023-02-17,2023-02-17,FOODPORN,45-54,30,33,0,7,1.28
2023-02-17,2023-02-17,FOODPORN,35-44,129,134,0,30,2.59
2023-02-17,2023-02-17,FOODPORN,25-34,133,141,0,17,2.01
2023-02-17,2023-02-17,FOODPORN,18-24,25,25,0,5,0.34
2023-02-17,2023-02-17,"BOX CASAL",35-44,1757,1866,22,338,31.37
2023-02-17,2023-02-17,"BOX CASAL",18-24,430,457,8,55,3.34
2023-02-17,2023-02-17,ACHIFADO,45-54,73,73,2,28,1.64
2023-02-17,2023-02-17,ACHIFADO,35-44,208,213,3,53,3.91
2023-02-17,2023-02-17,ACHIFADO,25-34,247,259,1,43,2.79
2023-02-17,2023-02-17,ACHIFADO,18-24,80,87,0,9,0.45
2023-02-17,2023-02-17,PASSION,45-54,65,66,1,19,1.59
2023-02-17,2023-02-17,PASSION,35-44,234,243,0,60,3.56
2023-02-17,2023-02-17,PASSION,25-34,350,355,1,83,3.13
2023-02-17,2023-02-17,PASSION,18-24,113,114,1,22,0.54
2023-02-17,2023-02-17,BATAYAKI,45-54,39,39,0,12,1.82
2023-02-17,2023-02-17,BATAYAKI,35-44,149,152,1,49,2.05
2023-02-17,2023-02-17,BATAYAKI,25-34,206,211,1,48,2.11
2023-02-17,2023-02-17,BATAYAKI,18-24,68,70,0,5,0.27
2023-02-16,2023-02-16,BATAYAKI,35-44,1469,1546,8,433,23.15
2023-02-16,2023-02-16,BATAYAKI,18-24,488,516,4,69,2.89
2023-02-15,2023-02-15,PASSION,45-54,4,5,0,,0.09
2023-02-15,2023-02-15,PASSION,35-44,16,17,0,2,0.12
2023-02-15,2023-02-15,PASSION,25-34,15,15,0,1,0.06
2023-02-15,2023-02-15,PASSION,18-24,8,8,0,1,0.02
2023-02-15,2023-02-15,BATAYAKI,45-54,8,8,0,1,0.04
2023-02-15,2023-02-15,BATAYAKI,35-44,21,22,1,11,0.52
2023-02-15,2023-02-15,BATAYAKI,25-34,25,25,0,5,0.11
2023-02-15,2023-02-15,BATAYAKI,18-24,12,12,0,2,0.06
2023-02-15,2023-02-15,"Publicação do Instagram: Nosso box salmão é tudo...",45-54,116,116,0,,1.36
