timestamp,open,high,low,close,volume,symbol,interval
2020-05-31 21:00:00,9448.27,10380.0,8833.0,9138.55,1504745.517922,BTCUSDT,1M
2020-06-30 21:00:00,9138.08,11444.0,8893.03,11335.46,1507827.21494,BTCUSDT,1M
2020-07-31 21:00:00,11335.46,12468.0,10518.5,11649.51,1891193.007128,BTCUSDT,1M
2020-08-31 21:00:00,11649.51,12050.85,9825.0,10776.59,1730389.160179,BTCUSDT,1M
2020-09-30 21:00:00,10776.59,14100.0,10374.0,13791.0,1592634.419946,BTCUSDT,1M
2020-10-31 21:00:00,13791.0,19863.16,13195.05,19695.87,2707064.911165,BTCUSDT,1M
2020-11-30 21:00:00,19695.87,29300.0,17572.33,28923.63,2495281.856217,BTCUSDT,1M
2020-12-31 21:00:00,28923.63,41950.0,28130.0,33092.98,3440864.750019,BTCUSDT,1M
2021-01-31 21:00:00,33092.97,58352.8,32296.16,45135.66,2518242.148517,BTCUSDT,1M
2021-02-28 21:00:00,45134.11,61844.0,44950.53,58740.55,2098808.027432,BTCUSDT,1M
2021-03-31 21:00:00,58739.46,64854.0,46930.0,57694.27,1993468.938007,BTCUSDT,1M
2021-04-30 21:00:00,57697.25,59500.0,30000.0,37253.81,3536245.256573,BTCUSDT,1M
2021-05-31 21:00:00,37253.82,41330.0,28805.0,35045.0,2901775.305923,BTCUSDT,1M
2021-06-30 21:00:00,35045.0,42448.0,29278.0,41461.83,1778463.264837,BTCUSDT,1M
2021-07-31 21:00:00,41461.84,50500.0,37332.7,47100.89,1635402.874245,BTCUSDT,1M
2021-08-31 21:00:00,47100.89,52920.0,39600.0,43824.1,1527799.510768,BTCUSDT,1M
2021-09-30 21:00:00,43820.01,67000.0,43283.03,61299.8,1565556.292623,BTCUSDT,1M
2021-10-31 21:00:00,61299.81,69000.0,53256.64,56950.56,1291900.105248,BTCUSDT,1M
2021-11-30 21:00:00,56950.56,59053.55,42000.3,46216.93,1233745.524318,BTCUSDT,1M
2021-12-31 21:00:00,46216.93,47990.0,32917.17,38466.9,1279407.465721,BTCUSDT,1M
2022-01-31 21:00:00,38466.9,45821.0,34322.28,43160.0,1253514.21906,BTCUSDT,1M
2022-02-28 21:00:00,43160.0,48189.84,37155.0,45510.34,1501398.79591,BTCUSDT,1M
2022-03-31 21:00:00,45510.35,47444.11,37578.2,37630.8,1267655.68178,BTCUSDT,1M
2022-04-30 21:00:00,37630.8,40023.77,26700.0,31801.04,2387839.680804,BTCUSDT,1M
2022-05-31 21:00:00,31801.05,31982.97,17622.0,19942.21,2816058.473226,BTCUSDT,1M
2022-06-30 21:00:00,19942.21,24668.0,18781.0,23293.32,4983278.5881,BTCUSDT,1M
2022-07-31 21:00:00,23296.36,25211.32,19520.0,20050.02,5692462.41571,BTCUSDT,1M
2022-08-31 21:00:00,20048.44,22799.0,18125.98,19422.61,9838930.53657,BTCUSDT,1M
2022-09-30 21:00:00,19422.61,21085.0,18190.0,20490.74,7499121.81542,BTCUSDT,1M
2022-10-31 21:00:00,20490.74,21480.65,15476.0,17163.64,9127693.509065,BTCUSDT,1M
2022-11-30 21:00:00,17165.53,18387.95,16256.3,16542.4,5803833.88187,BTCUSDT,1M
2022-12-31 21:00:00,16541.77,23960.54,16499.01,23125.13,7977028.87801,BTCUSDT,1M
2023-01-31 21:00:00,23125.13,25250.0,21351.07,23141.57,8642691.27165,BTCUSDT,1M
2023-02-28 21:00:00,23141.57,29184.68,19549.09,28465.36,9516189.35846,BTCUSDT,1M
2023-03-31 21:00:00,28465.36,31000.0,26942.82,29233.21,1626745.5585,BTCUSDT,1M
2023-04-30 21:00:00,29233.2,29820.0,25811.46,27210.35,1302000.49221,BTCUSDT,1M
2023-05-31 21:00:00,27210.36,31431.94,24800.0,30472.0,1387207.48275,BTCUSDT,1M
2023-06-30 21:00:00,30471.99,31804.2,28861.9,29232.25,925773.81731,BTCUSDT,1M
2023-07-31 21:00:00,29232.26,30244.0,25166.0,25940.78,1025866.55023,BTCUSDT,1M
2023-08-31 21:00:00,25940.77,27483.57,24901.0,26962.56,809329.04893,BTCUSDT,1M
2023-09-30 21:00:00,26962.57,35280.0,26538.66,34639.77,1141403.6799,BTCUSDT,1M
2023-10-31 21:00:00,34639.78,38450.0,34097.39,37723.96,1055690.59638,BTCUSDT,1M
2023-11-30 21:00:00,37723.97,44700.0,37615.86,42283.58,1195409.976,BTCUSDT,1M
