timestamp,open,high,low,close,volume,symbol,interval
2020-05-10 21:00:00,8722.77,9168.0,8200.0,8561.52,168807.251832,BTCUSDT,1D
2020-05-11 21:00:00,8562.04,8978.26,8528.78,8810.79,86522.780066,BTCUSDT,1D
2020-05-12 21:00:00,8810.99,9398.0,8792.99,9309.37,92466.274018,BTCUSDT,1D
2020-05-13 21:00:00,9309.35,9939.0,9256.76,9791.98,129565.37747,BTCUSDT,1D
2020-05-14 21:00:00,9791.97,9845.62,9150.0,9316.42,115890.761516,BTCUSDT,1D
2020-05-15 21:00:00,9315.96,9588.0,9220.0,9381.27,59587.627862,BTCUSDT,1D
2020-05-16 21:00:00,9380.81,9888.0,9322.1,9680.04,68647.764323,BTCUSDT,1D
2020-05-17 21:00:00,9681.11,9950.0,9464.23,9733.93,82006.603583,BTCUSDT,1D
2020-05-18 21:00:00,9733.93,9897.21,9474.0,9775.53,78539.760454,BTCUSDT,1D
2020-05-19 21:00:00,9775.13,9842.0,9326.0,9511.43,74923.73809,BTCUSDT,1D
2020-05-20 21:00:00,9511.43,9578.47,8815.0,9068.65,108928.780969,BTCUSDT,1D
2020-05-21 21:00:00,9067.51,9271.0,8933.52,9170.0,58943.131024,BTCUSDT,1D
2020-05-22 21:00:00,9170.0,9307.85,9070.0,9179.15,43526.296966,BTCUSDT,1D
2020-05-23 21:00:00,9179.01,9298.0,8700.0,8720.34,70379.86645,BTCUSDT,1D
2020-05-24 21:00:00,8718.14,8979.66,8642.72,8900.35,62833.910949,BTCUSDT,1D
2020-05-25 21:00:00,8900.35,9017.67,8700.0,8841.18,58299.770138,BTCUSDT,1D
2020-05-26 21:00:00,8841.0,9225.0,8811.73,9204.07,68910.355514,BTCUSDT,1D
2020-05-27 21:00:00,9204.07,9625.47,9110.0,9575.89,74110.787662,BTCUSDT,1D
2020-05-28 21:00:00,9575.87,9605.26,9330.0,9427.07,57374.362961,BTCUSDT,1D
2020-05-29 21:00:00,9426.6,9740.0,9331.23,9697.72,55665.27254,BTCUSDT,1D
2020-05-30 21:00:00,9697.72,9700.0,9381.41,9448.27,48333.786403,BTCUSDT,1D
2020-05-31 21:00:00,9448.27,10380.0,9421.67,10200.77,76649.12696,BTCUSDT,1D
2020-06-01 21:00:00,10202.71,10228.99,9266.0,9518.04,108970.773151,BTCUSDT,1D
2020-06-02 21:00:00,9518.02,9690.0,9365.21,9666.24,46252.644939,BTCUSDT,1D
2020-06-03 21:00:00,9666.32,9881.63,9450.0,9789.06,57456.100969,BTCUSDT,1D
2020-06-04 21:00:00,9788.14,9854.75,9581.0,9621.16,47788.05005,BTCUSDT,1D
2020-06-05 21:00:00,9621.17,9735.0,9531.05,9666.3,32752.950893,BTCUSDT,1D
2020-06-06 21:00:00,9666.85,9802.0,9372.46,9746.99,57952.848385,BTCUSDT,1D
2020-06-07 21:00:00,9746.99,9800.0,9633.0,9782.01,40664.664125,BTCUSDT,1D
2020-06-08 21:00:00,9782.0,9877.0,9570.0,9772.43,46024.001289,BTCUSDT,1D
2020-06-09 21:00:00,9772.44,9992.72,9704.18,9885.0,47130.762982,BTCUSDT,1D
2020-06-10 21:00:00,9885.22,9964.0,9113.0,9280.4,94418.98473,BTCUSDT,1D
2020-06-11 21:00:00,9278.88,9557.12,9232.51,9465.13,50119.066932,BTCUSDT,1D
2020-06-12 21:00:00,9464.96,9494.73,9351.0,9473.34,27759.784851,BTCUSDT,1D
2020-06-13 21:00:00,9473.34,9480.99,9245.0,9342.1,30055.506608,BTCUSDT,1D
2020-06-14 21:00:00,9342.1,9495.0,8910.45,9426.02,86107.924707,BTCUSDT,1D
2020-06-15 21:00:00,9426.05,9589.0,9373.09,9525.59,52052.446927,BTCUSDT,1D
2020-06-16 21:00:00,9526.97,9565.0,9236.61,9465.14,48046.411152,BTCUSDT,1D
2020-06-17 21:00:00,9465.13,9489.0,9280.0,9386.32,37381.953765,BTCUSDT,1D
2020-06-18 21:00:00,9386.32,9438.3,9215.79,9310.23,45330.983673,BTCUSDT,1D
2020-06-19 21:00:00,9310.23,9395.0,9170.95,9358.95,30329.065384,BTCUSDT,1D
2020-06-20 21:00:00,9358.95,9422.0,9281.54,9294.69,24316.926234,BTCUSDT,1D
2020-06-21 21:00:00,9294.69,9780.0,9277.09,9685.69,57895.468343,BTCUSDT,1D
2020-06-22 21:00:00,9685.69,9720.0,9577.03,9624.89,41031.02938,BTCUSDT,1D
2020-06-23 21:00:00,9624.33,9670.0,9208.0,9296.49,61571.561464,BTCUSDT,1D
2020-06-24 21:00:00,9298.33,9340.0,9009.69,9249.49,55831.619156,BTCUSDT,1D
2020-06-25 21:00:00,9249.49,9298.0,9045.45,9162.21,50292.298277,BTCUSDT,1D
2020-06-26 21:00:00,9162.21,9196.24,8833.0,9012.0,46290.930113,BTCUSDT,1D
2020-06-27 21:00:00,9012.0,9191.0,8948.06,9116.35,30688.176421,BTCUSDT,1D
2020-06-28 21:00:00,9116.16,9238.0,9024.67,9192.56,42120.293261,BTCUSDT,1D
2020-06-29 21:00:00,9192.93,9205.0,9064.89,9138.55,31463.162801,BTCUSDT,1D
2020-06-30 21:00:00,9138.08,9292.0,9080.1,9232.0,38488.528699,BTCUSDT,1D
2020-07-01 21:00:00,9231.99,9261.96,8940.0,9086.54,45725.168076,BTCUSDT,1D
2020-07-02 21:00:00,9086.54,9125.0,9037.47,9058.26,28943.420177,BTCUSDT,1D
2020-07-03 21:00:00,9057.79,9190.0,9040.04,9135.46,26441.968484,BTCUSDT,1D
2020-07-04 21:00:00,9135.0,9145.24,8893.03,9069.41,34073.653627,BTCUSDT,1D
2020-07-05 21:00:00,9069.41,9375.0,9055.92,9344.2,54463.132277,BTCUSDT,1D
2020-07-06 21:00:00,9342.47,9379.42,9203.0,9257.39,34587.336678,BTCUSDT,1D
2020-07-07 21:00:00,9257.4,9470.0,9231.0,9436.06,56140.517781,BTCUSDT,1D
2020-07-08 21:00:00,9436.06,9440.79,9160.0,9232.43,48044.450645,BTCUSDT,1D
2020-07-09 21:00:00,9232.42,9317.48,9125.0,9288.34,38295.494006,BTCUSDT,1D
2020-07-10 21:00:00,9288.34,9299.28,9178.25,9234.03,22561.366,BTCUSDT,1D
2020-07-11 21:00:00,9234.02,9345.0,9157.5,9302.75,30872.702286,BTCUSDT,1D
2020-07-12 21:00:00,9303.31,9343.82,9200.89,9242.62,42740.069115,BTCUSDT,1D
2020-07-13 21:00:00,9242.61,9279.54,9113.0,9255.85,45772.552509,BTCUSDT,1D
2020-07-14 21:00:00,9255.85,9276.49,9160.57,9197.6,39053.579665,BTCUSDT,1D
2020-07-15 21:00:00,9197.6,9226.15,9047.25,9133.72,43375.571191,BTCUSDT,1D
2020-07-16 21:00:00,9133.72,9186.83,9089.81,9154.32,28054.358741,BTCUSDT,1D
2020-07-17 21:00:00,9154.31,9219.3,9121.1,9170.28,22554.541457,BTCUSDT,1D
2020-07-18 21:00:00,9170.3,9232.27,9101.35,9208.99,26052.019417,BTCUSDT,1D
2020-07-19 21:00:00,9208.99,9221.52,9131.0,9160.78,35458.764082,BTCUSDT,1D
2020-07-20 21:00:00,9160.78,9437.73,9152.8,9390.0,60413.582486,BTCUSDT,1D
2020-07-21 21:00:00,9390.0,9544.0,9261.0,9518.16,48815.004107,BTCUSDT,1D
2020-07-22 21:00:00,9518.16,9664.0,9440.33,9603.27,51856.2335,BTCUSDT,1D
2020-07-23 21:00:00,9603.27,9637.0,9463.44,9537.8,43931.136205,BTCUSDT,1D
2020-07-24 21:00:00,9538.1,9732.9,9513.0,9700.42,40679.545416,BTCUSDT,1D
2020-07-25 21:00:00,9700.42,10111.0,9650.0,9931.54,65279.269319,BTCUSDT,1D
2020-07-26 21:00:00,9931.54,11394.86,9917.21,11029.96,150188.933144,BTCUSDT,1D
2020-07-27 21:00:00,11029.96,11242.23,10565.0,10906.27,97267.734187,BTCUSDT,1D
2020-07-28 21:00:00,10906.27,11342.82,10812.0,11100.53,76838.094233,BTCUSDT,1D
2020-07-29 21:00:00,11100.52,11170.0,10831.0,11099.61,60794.826456,BTCUSDT,1D
2020-07-30 21:00:00,11099.79,11444.0,10960.0,11335.46,70063.660974,BTCUSDT,1D
2020-07-31 21:00:00,11335.46,11861.0,11220.0,11801.17,85087.485126,BTCUSDT,1D
2020-08-01 21:00:00,11801.17,12123.46,10518.5,11071.35,97553.077604,BTCUSDT,1D
2020-08-02 21:00:00,11071.36,11473.0,10936.0,11219.81,56931.841475,BTCUSDT,1D
2020-08-03 21:00:00,11219.68,11414.98,11000.0,11191.97,58629.113709,BTCUSDT,1D
2020-08-04 21:00:00,11191.99,11780.93,11093.0,11744.91,74970.256852,BTCUSDT,1D
2020-08-05 21:00:00,11744.91,11900.0,11562.5,11762.46,63529.08502,BTCUSDT,1D
2020-08-06 21:00:00,11762.47,11909.94,11322.0,11594.23,65755.926022,BTCUSDT,1D
2020-08-07 21:00:00,11594.36,11808.27,11512.0,11761.41,41858.16104,BTCUSDT,1D
2020-08-08 21:00:00,11761.02,11797.11,11521.97,11681.68,41493.067342,BTCUSDT,1D
2020-08-09 21:00:00,11681.69,12067.35,11450.0,11892.92,84952.337887,BTCUSDT,1D
2020-08-10 21:00:00,11892.9,11935.0,11125.0,11392.08,90748.284634,BTCUSDT,1D
2020-08-11 21:00:00,11392.09,11617.52,11150.0,11564.33,64909.613644,BTCUSDT,1D
2020-08-12 21:00:00,11564.34,11792.96,11270.36,11780.0,70132.491502,BTCUSDT,1D
2020-08-13 21:00:00,11779.77,11850.0,11634.03,11760.54,59818.852697,BTCUSDT,1D
2020-08-14 21:00:00,11760.55,11980.0,11680.0,11852.4,56237.90505,BTCUSDT,1D
2020-08-15 21:00:00,11852.4,11931.72,11686.0,11911.0,41368.236906,BTCUSDT,1D
2020-08-16 21:00:00,11910.99,12468.0,11769.78,12281.13,84734.21154,BTCUSDT,1D
